asn_country,date,asn_count,foreign_neighbour_count,local_neighbour_count,total_neighbour_count,foreign_neighbours_share
AM,2019-01-07,69,121,186,307,0.3941368078175896
AM,2019-01-14,69,122,186,308,0.3961038961038961
AM,2019-01-21,69,125,186,311,0.40192926045016075
AM,2019-01-28,69,126,184,310,0.4064516129032258
AM,2019-02-04,68,133,184,317,0.4195583596214511
AM,2019-02-11,69,139,186,325,0.4276923076923077
AM,2019-02-18,69,140,188,328,0.4268292682926829
AM,2019-02-25,69,137,190,327,0.41896024464831805
AM,2019-03-04,68,135,186,321,0.4205607476635514
AM,2019-03-11,68,136,190,326,0.4171779141104294
AM,2019-03-18,68,137,190,327,0.41896024464831805
AM,2019-03-25,68,132,188,320,0.4125
AM,2019-04-01,68,138,194,332,0.41566265060240964
AM,2019-04-08,68,135,188,323,0.4179566563467492
AM,2019-04-15,68,137,190,327,0.41896024464831805
AM,2019-04-22,69,136,192,328,0.4146341463414634
AM,2019-04-29,69,138,194,332,0.41566265060240964
AM,2019-05-06,69,134,190,324,0.41358024691358025
AM,2019-05-13,69,129,192,321,0.40186915887850466
AM,2019-05-20,70,124,198,322,0.38509316770186336
AM,2019-05-27,70,125,198,323,0.38699690402476783
AM,2019-06-03,70,125,202,327,0.382262996941896
AM,2019-06-10,69,123,190,313,0.3929712460063898
AM,2019-06-17,70,130,206,336,0.3869047619047619
AM,2019-06-24,70,127,202,329,0.3860182370820669
AM,2019-07-01,70,125,196,321,0.3894080996884735
AM,2019-07-08,70,101,190,291,0.3470790378006873
AM,2019-07-15,70,116,190,306,0.3790849673202614
AM,2019-07-22,71,122,194,316,0.3860759493670886
AM,2019-07-29,71,117,188,305,0.3836065573770492
AM,2019-08-05,71,120,192,312,0.38461538461538464
AM,2019-08-12,71,119,190,309,0.3851132686084142
AM,2019-08-19,72,119,188,307,0.38762214983713356
AM,2019-08-26,72,126,188,314,0.4012738853503185
AM,2019-09-02,73,132,202,334,0.39520958083832336
AM,2019-09-09,73,130,196,326,0.3987730061349693
AM,2019-09-16,73,129,200,329,0.39209726443769
AM,2019-09-23,73,130,198,328,0.39634146341463417
AM,2019-09-30,73,129,198,327,0.3944954128440367
AM,2019-10-07,73,133,198,331,0.40181268882175225
AM,2019-10-14,73,136,200,336,0.40476190476190477
AM,2019-10-21,73,129,196,325,0.39692307692307693
AM,2019-10-28,75,132,208,340,0.38823529411764707
AM,2019-11-04,76,130,210,340,0.38235294117647056
AM,2019-11-11,76,135,206,341,0.39589442815249265
AM,2019-11-18,76,134,210,344,0.38953488372093026
AM,2019-11-25,77,132,212,344,0.38372093023255816
AM,2019-12-02,77,136,214,350,0.38857142857142857
AM,2019-12-09,78,134,218,352,0.3806818181818182
AM,2019-12-16,79,136,214,350,0.38857142857142857
AM,2019-12-23,79,141,214,355,0.3971830985915493
AM,2019-12-30,79,142,218,360,0.39444444444444443
AM,2020-01-06,79,140,224,364,0.38461538461538464
AM,2020-01-13,79,140,218,358,0.39106145251396646
AM,2020-01-20,79,144,218,362,0.39779005524861877
AM,2020-01-27,79,147,214,361,0.407202216066482
AM,2020-02-03,79,151,212,363,0.41597796143250687
AM,2020-02-10,81,149,220,369,0.4037940379403794
AM,2020-02-17,80,148,214,362,0.4088397790055249
AM,2020-02-24,80,152,212,364,0.4175824175824176
AM,2020-03-02,80,143,212,355,0.4028169014084507
AM,2020-03-09,80,139,218,357,0.38935574229691877
AM,2020-03-16,80,149,220,369,0.4037940379403794
AM,2020-03-23,80,157,220,377,0.41644562334217505
AM,2020-03-30,80,156,212,368,0.42391304347826086
AM,2020-04-06,80,153,202,355,0.4309859154929577
AM,2020-04-13,80,158,208,366,0.43169398907103823
AM,2020-04-20,82,165,218,383,0.4308093994778068
AM,2020-04-27,80,158,214,372,0.42473118279569894
AM,2020-05-04,81,157,214,371,0.42318059299191374
AM,2020-05-11,80,155,220,375,0.41333333333333333
AM,2020-05-18,80,158,220,378,0.41798941798941797
AM,2020-05-25,80,153,218,371,0.4123989218328841
AM,2020-06-01,80,147,220,367,0.40054495912806537
AM,2020-06-08,80,152,220,372,0.40860215053763443
AM,2020-06-15,80,153,222,375,0.408
AM,2020-06-22,79,161,214,375,0.42933333333333334
AM,2020-06-29,79,160,220,380,0.42105263157894735
AM,2020-07-06,80,159,216,375,0.424
AM,2020-07-13,80,164,208,372,0.44086021505376344
AM,2020-07-20,80,154,210,364,0.4230769230769231
AM,2020-07-27,80,162,218,380,0.4263157894736842
AM,2020-08-03,80,168,216,384,0.4375
AM,2020-08-10,80,166,220,386,0.43005181347150256
AM,2020-08-17,80,161,220,381,0.4225721784776903
AM,2020-08-24,80,162,224,386,0.41968911917098445
AM,2020-08-31,81,160,222,382,0.418848167539267
AM,2020-09-07,81,158,232,390,0.40512820512820513
AM,2020-09-14,81,162,222,384,0.421875
AM,2020-09-21,81,158,226,384,0.4114583333333333
AM,2020-09-28,81,158,234,392,0.4030612244897959
AM,2020-10-05,81,156,232,388,0.4020618556701031
AM,2020-10-12,81,155,232,387,0.4005167958656331
AM,2020-10-19,81,158,236,394,0.4010152284263959
AM,2020-10-26,81,171,230,401,0.42643391521197005
AM,2020-11-02,81,173,232,405,0.4271604938271605
AM,2020-11-09,83,181,230,411,0.44038929440389296
AM,2020-11-16,82,174,230,404,0.4306930693069307
AM,2020-11-23,81,171,228,399,0.42857142857142855
AM,2020-11-30,81,181,232,413,0.43825665859564167
AM,2020-12-07,81,175,230,405,0.43209876543209874
AM,2020-12-14,82,172,232,404,0.42574257425742573
AM,2020-12-21,84,173,232,405,0.4271604938271605
AM,2020-12-28,85,183,234,417,0.43884892086330934
AM,2021-01-04,85,173,240,413,0.4188861985472155
AM,2021-01-11,85,173,236,409,0.4229828850855746
AM,2021-01-18,85,171,248,419,0.4081145584725537
AM,2021-01-25,85,175,250,425,0.4117647058823529
AM,2021-02-01,85,168,244,412,0.4077669902912621
AM,2021-02-08,84,173,246,419,0.4128878281622912
AM,2021-02-15,85,130,250,380,0.34210526315789475
AM,2021-02-22,84,177,250,427,0.41451990632318503
AM,2021-03-01,85,163,250,413,0.3946731234866828
AM,2021-03-08,86,168,252,420,0.4
AM,2021-03-15,86,172,260,432,0.39814814814814814
AM,2021-03-22,86,177,262,439,0.4031890660592255
AM,2021-03-29,86,178,260,438,0.4063926940639269
AM,2021-04-05,87,172,260,432,0.39814814814814814
AM,2021-04-12,87,172,262,434,0.39631336405529954
AM,2021-04-19,87,178,268,446,0.3991031390134529
AM,2021-04-26,87,171,266,437,0.391304347826087
AM,2021-05-03,87,178,266,444,0.4009009009009009
AM,2021-05-10,87,1368,286,1654,0.8270858524788391
AM,2021-05-17,87,1621,286,1907,0.8500262191924489
AM,2021-05-24,87,1603,288,1891,0.8476996298254892
AM,2021-05-31,86,1633,288,1921,0.8500780843310776
AM,2021-06-07,85,1624,287,1911,0.8498168498168498
AM,2021-06-14,86,1595,286,1881,0.847953216374269
AM,2021-06-21,86,1324,288,1612,0.8213399503722084
AM,2021-06-28,86,1619,286,1905,0.8498687664041995
AM,2021-07-05,86,1438,278,1716,0.837995337995338
AM,2021-07-12,85,1629,278,1907,0.8542212899842685
AM,2021-07-19,86,1584,276,1860,0.8516129032258064
AM,2021-07-26,86,1642,282,1924,0.8534303534303534
AM,2021-08-02,86,1401,284,1685,0.8314540059347181
AM,2021-08-09,86,1388,284,1672,0.8301435406698564
AM,2021-08-16,85,1428,286,1714,0.8331388564760793
AM,2021-08-23,85,1408,282,1690,0.8331360946745562
AM,2021-08-30,84,1454,278,1732,0.8394919168591224
AM,2021-09-06,84,1296,276,1572,0.8244274809160306
AM,2021-09-13,84,1423,280,1703,0.8355842630651791
AM,2021-09-20,84,1687,290,1977,0.8533131006575619
AM,2021-09-27,84,1691,294,1985,0.851889168765743
AM,2021-10-04,85,1570,284,1854,0.8468176914778857
AM,2021-10-11,85,1539,278,1817,0.8470005503577325
AM,2021-10-18,85,1387,280,1667,0.8320335932813437
AM,2021-10-25,85,1419,282,1701,0.8342151675485009
AM,2021-11-01,85,1451,282,1733,0.8372763993075591
AM,2021-11-08,85,1428,286,1714,0.8331388564760793
AM,2021-11-15,86,1317,286,1603,0.8215845290081097
AM,2021-11-22,86,1365,292,1657,0.823777911888956
AM,2021-11-29,86,1394,292,1686,0.8268090154211151
AM,2021-12-06,86,191,266,457,0.4179431072210066
AM,2021-12-13,85,1463,288,1751,0.8355225585379783
AM,2021-12-20,87,1553,292,1845,0.8417344173441734
AM,2021-12-27,87,1531,292,1823,0.8398244651673067
AM,2022-01-03,87,1533,290,1823,0.8409215578716401
AM,2022-01-10,87,1476,290,1766,0.8357870894677236
AM,2022-01-17,87,1691,286,1977,0.855336368234699
AM,2022-01-24,87,1690,290,1980,0.8535353535353535
AM,2022-01-31,87,1636,288,1924,0.8503118503118503
AM,2022-02-07,86,2403,280,2683,0.8956392098397317
AM,2022-02-14,87,2433,284,2717,0.895472948104527
AM,2022-02-21,87,2409,282,2691,0.89520624303233
AM,2022-02-28,87,2439,287,2726,0.8947175348495965
AM,2022-03-07,87,2387,283,2670,0.8940074906367041
AM,2022-03-14,87,1470,279,1749,0.8404802744425386
AM,2022-03-21,87,2453,285,2738,0.8959094229364499
AM,2022-03-28,88,2396,285,2681,0.8936963819470347
AM,2022-04-04,88,2420,289,2709,0.8933185677371724
AM,2022-04-11,88,2550,287,2837,0.898836799436024
AM,2022-04-18,89,2611,285,2896,0.9015883977900553
AM,2022-04-25,89,2589,289,2878,0.8995830437804031
AM,2022-05-02,89,2569,291,2860,0.8982517482517482
AM,2022-05-09,89,2564,281,2845,0.9012302284710018
AM,2022-05-16,89,1555,281,1836,0.8469498910675382
AM,2022-05-23,89,2583,285,2868,0.9006276150627615
AM,2022-05-30,87,2595,281,2876,0.9022948539638387
AM,2022-06-06,89,2596,285,2881,0.9010760152724748
AM,2022-06-13,90,2613,285,2898,0.901656314699793
AM,2022-06-20,90,2623,289,2912,0.9007554945054945
AM,2022-06-27,90,2615,289,2904,0.9004820936639119
AM,2022-07-04,90,2614,289,2903,0.9004478126076473
AM,2022-07-11,90,2659,291,2950,0.9013559322033898
AM,2022-07-18,90,2656,291,2947,0.9012555140821175
AM,2022-07-25,90,2644,291,2935,0.9008517887563884
AM,2022-08-01,90,2640,289,2929,0.9013315124615909
AM,2022-08-08,90,2633,287,2920,0.9017123287671233
AM,2022-08-15,90,2652,281,2933,0.9041936583702693
AM,2022-08-22,90,2662,281,2943,0.9045191980971797
AM,2022-08-29,90,2665,279,2944,0.9052309782608695
AM,2022-09-05,90,2651,281,2932,0.9041609822646658
AM,2022-09-12,90,2659,289,2948,0.9019674355495251
AM,2022-09-19,91,2664,295,2959,0.900304156809733
AM,2022-09-26,91,2619,295,2914,0.8987645847632121
AM,2022-10-03,92,2517,299,2816,0.8938210227272727
AM,2022-10-10,92,2494,293,2787,0.8948690348044492
AM,2022-10-17,92,2504,295,2799,0.8946052161486245
AM,2022-10-24,92,2520,297,2817,0.8945686900958466
AM,2022-10-31,92,2518,297,2815,0.89449378330373
AM,2022-11-07,92,2666,297,2963,0.8997637529530881
AM,2022-11-14,92,2675,295,2970,0.9006734006734006
AM,2022-11-21,93,2684,301,2985,0.8991624790619765
AM,2022-11-28,93,2472,303,2775,0.8908108108108108
AM,2022-12-05,95,2347,298,2645,0.8873345935727788
AM,2022-12-12,95,2468,292,2760,0.8942028985507247
AM,2022-12-19,96,2477,296,2773,0.8932564010097368
AM,2022-12-26,96,2469,290,2759,0.8948894527002537
AM,2023-01-02,97,2478,298,2776,0.8926512968299711
AM,2023-01-09,98,2482,304,2786,0.8908829863603733
AM,2023-01-16,98,2497,300,2797,0.8927422238112264
AM,2023-01-23,98,2497,304,2801,0.8914673330953231
AM,2023-01-30,98,2502,300,2802,0.892933618843683
AM,2023-02-06,98,2374,306,2680,0.8858208955223881
AM,2023-02-13,98,2387,312,2699,0.8844016302334198
AM,2023-02-20,98,2374,300,2674,0.8878085265519821
AM,2023-02-27,98,2371,306,2677,0.8856929398580501
AM,2023-03-06,100,2380,310,2690,0.8847583643122676
AM,2023-03-13,100,2382,306,2688,0.8861607142857143
AM,2023-03-20,100,2374,312,2686,0.8838421444527178
AM,2023-03-27,100,2341,310,2651,0.8830629950961901
AM,2023-04-03,100,2350,312,2662,0.8827948910593538
AM,2023-04-10,100,2356,312,2668,0.8830584707646177
AM,2023-04-17,100,2339,318,2657,0.8803161460293564
AM,2023-04-24,102,2362,320,2682,0.8806860551826995
AM,2023-05-01,99,2344,310,2654,0.8831951770911831
AM,2023-05-08,99,2350,314,2664,0.8821321321321322
AM,2023-05-15,98,2339,316,2655,0.8809792843691149
AM,2023-05-22,98,2448,310,2758,0.8875997099347354
AM,2023-05-29,98,2424,312,2736,0.8859649122807017
AM,2023-06-05,98,2408,310,2718,0.8859455481972038
AM,2023-06-12,98,2302,310,2612,0.8813169984686064
AM,2023-06-19,98,2292,308,2600,0.8815384615384615
AM,2023-06-26,101,2375,316,2691,0.8825715347454478
AM,2023-07-03,101,2366,318,2684,0.8815201192250373
AM,2023-07-10,99,3028,307,3335,0.9079460269865067
AM,2023-07-17,99,2405,315,2720,0.8841911764705882
AM,2023-07-24,99,2566,319,2885,0.8894280762564991
AM,2023-07-31,99,3564,311,3875,0.919741935483871
AM,2023-08-07,99,2166,304,2470,0.8769230769230769
AM,2023-08-14,98,2355,307,2662,0.8846731780616078
AM,2023-08-21,99,2351,309,2660,0.8838345864661654
AM,2023-08-28,99,2373,311,2684,0.8841281669150521
AM,2023-09-04,99,2376,307,2683,0.8855758479314201
AM,2023-09-11,99,2378,307,2685,0.8856610800744878
AM,2023-09-18,99,2355,311,2666,0.8833458364591148
AM,2023-09-25,99,2370,313,2683,0.8833395452851286
AM,2023-10-02,98,2393,307,2700,0.8862962962962962
AM,2023-10-09,99,2258,311,2569,0.878941222265473
AM,2023-10-16,100,2261,313,2574,0.8783993783993784
AM,2023-10-23,100,2260,309,2569,0.8797197353055664
AM,2023-10-30,100,2239,313,2552,0.8773510971786834
AM,2023-11-06,100,2255,305,2560,0.880859375
AM,2023-11-13,100,2251,303,2554,0.8813625685199686
AM,2023-11-20,100,2241,305,2546,0.8802042419481539
AM,2023-11-27,100,2125,303,2428,0.8752059308072487
AM,2023-12-04,102,2134,317,2451,0.8706650346797226
AM,2023-12-11,102,2145,323,2468,0.8691247974068071
AM,2023-12-18,102,2176,315,2491,0.8735447611401044
AM,2023-12-25,102,2195,317,2512,0.8738057324840764
AM,2024-01-01,102,2211,321,2532,0.8732227488151659
AM,2024-01-08,102,2219,319,2538,0.8743104806934594
AM,2024-01-15,102,2257,323,2580,0.8748062015503876
AM,2024-01-22,101,2267,312,2579,0.8790228770841412
AM,2024-01-29,101,2645,304,2949,0.8969142082061716
AM,2024-02-05,102,1831,324,2155,0.8496519721577727
AM,2024-02-12,103,2104,316,2420,0.8694214876033057
AM,2024-02-19,103,2109,323,2432,0.8671875
AM,2024-02-26,103,2442,317,2759,0.8851032982964843
AM,2024-03-04,103,2417,319,2736,0.883406432748538
AM,2024-03-11,103,2392,317,2709,0.8829826504245109
AM,2024-03-18,103,2379,315,2694,0.8830734966592427
AM,2024-03-25,105,2322,325,2647,0.8772194937665282
AM,2024-04-01,104,2343,323,2666,0.8788447111777945
AM,2024-04-08,104,2372,321,2693,0.8808020794652803
AM,2024-04-15,105,2380,323,2703,0.8805031446540881
AM,2024-04-22,107,2361,315,2676,0.8822869955156951
AM,2024-04-29,107,2351,319,2670,0.8805243445692884
AM,2024-05-06,107,2365,317,2682,0.8818046234153617
AM,2024-05-13,107,2388,313,2701,0.8841169937060348
AM,2024-05-20,107,2373,315,2688,0.8828125
AM,2024-05-27,107,2279,315,2594,0.8785659213569776
AM,2024-06-03,108,2369,315,2684,0.8826378539493294
AM,2024-06-10,108,2361,317,2678,0.8816280806572069
AM,2024-06-17,108,2346,317,2663,0.8809613218174991
AM,2024-06-24,108,2341,315,2656,0.8814006024096386
AM,2024-07-01,108,2351,315,2666,0.8818454613653414
AM,2024-07-08,109,2398,319,2717,0.8825910931174089
AM,2024-07-15,109,2409,313,2722,0.8850110213078619
AM,2024-07-22,110,2398,317,2715,0.8832412523020258
AM,2024-07-29,110,2411,313,2724,0.8850954478707783
AM,2024-08-05,110,2424,313,2737,0.8856412130069419
AM,2024-08-12,108,2421,305,2726,0.8881144534115921
AM,2024-08-19,108,2419,317,2736,0.8841374269005848
AM,2024-08-26,109,2409,311,2720,0.8856617647058823
AM,2024-09-02,109,2116,313,2429,0.8711403869905311
AM,2024-09-09,109,2078,323,2401,0.865472719700125
AM,2024-09-16,109,2342,323,2665,0.8787992495309569
AM,2024-09-23,111,2344,321,2665,0.8795497185741088
AM,2024-09-30,113,2374,327,2701,0.8789337282487968
AM,2024-10-07,113,2388,327,2715,0.8795580110497238
AM,2024-10-14,115,2381,333,2714,0.8773028739867355
AM,2024-10-21,115,2420,335,2755,0.8784029038112523
AM,2024-10-28,114,2422,331,2753,0.8797675263349074
AM,2024-11-04,114,2410,331,2741,0.8792411528639182
AM,2024-11-11,114,2408,333,2741,0.8785114921561474
AM,2024-11-18,114,2423,331,2754,0.8798111837327524
AM,2024-11-25,113,2428,327,2755,0.8813067150635209
AM,2024-12-02,113,2447,329,2776,0.8814841498559077
AM,2024-12-09,112,2446,327,2773,0.8820771727371078
AM,2024-12-16,112,2422,329,2751,0.8804071246819338
AM,2024-12-23,112,2423,343,2766,0.8759942154736081
AM,2024-12-30,112,1436,325,1761,0.8154457694491766
AM,2025-01-06,111,1420,323,1743,0.8146873207114171
AM,2025-01-13,112,1195,327,1522,0.7851511169513797
AM,2025-01-20,112,716,325,1041,0.6878001921229587
AM,2025-01-27,112,1100,325,1425,0.7719298245614035
AM,2025-02-03,112,1183,329,1512,0.7824074074074074
AM,2025-02-10,112,808,323,1131,0.7144120247568524
AM,2025-02-17,111,1455,321,1776,0.8192567567567568
AM,2025-02-24,111,1439,315,1754,0.8204104903078677
AM,2025-03-03,111,1428,327,1755,0.8136752136752137
AM,2025-03-10,109,1217,317,1534,0.7933507170795306
AM,2025-03-17,109,1413,321,1734,0.8148788927335641
AM,2025-03-24,109,1390,319,1709,0.8133411351667642
AM,2025-03-31,110,1467,327,1794,0.8177257525083612
AM,2025-04-07,110,1459,323,1782,0.8187429854096521
AM,2025-04-14,110,1465,317,1782,0.8221099887766554
AM,2025-04-21,110,1476,319,1795,0.8222841225626741
AM,2025-04-28,109,1480,317,1797,0.8235948803561491
AM,2025-05-05,109,1476,315,1791,0.8241206030150754
AM,2025-05-12,109,1444,317,1761,0.8199886428165815
AM,2025-05-19,109,1425,313,1738,0.8199079401611047
AM,2025-05-26,109,2124,321,2445,0.8687116564417178
AM,2025-06-02,110,2099,317,2416,0.8687913907284768
AM,2025-06-09,110,2112,321,2433,0.8680641183723797
AM,2025-06-16,110,894,309,1203,0.743142144638404
AM,2025-06-23,109,918,313,1231,0.7457351746547523
AM,2025-06-30,109,995,316,1311,0.7589626239511823
AM,2025-07-07,108,904,316,1220,0.740983606557377
AM,2025-07-14,108,916,316,1232,0.7435064935064936
AM,2025-07-21,108,832,312,1144,0.7272727272727273
AM,2025-07-28,108,1001,313,1314,0.7617960426179604
AM,2025-08-04,107,1006,311,1317,0.7638572513287776
AM,2025-08-11,107,997,319,1316,0.7575987841945289
AM,2025-08-18,107,988,322,1310,0.7541984732824427
AM,2025-08-25,107,997,319,1316,0.7575987841945289
AM,2025-09-01,107,993,320,1313,0.7562833206397562
AM,2025-09-08,107,871,317,1188,0.7331649831649831
AM,2025-09-15,107,1010,319,1329,0.7599699021820918
AM,2025-09-22,107,978,319,1297,0.7540478026214341
AM,2025-09-29,106,948,316,1264,0.75
AZ,2019-01-07,48,124,100,224,0.5535714285714286
AZ,2019-01-14,48,114,100,214,0.5327102803738317
AZ,2019-01-21,48,114,102,216,0.5277777777777778
AZ,2019-01-28,48,112,102,214,0.5233644859813084
AZ,2019-02-04,48,113,102,215,0.5255813953488372
AZ,2019-02-11,48,121,102,223,0.5426008968609866
AZ,2019-02-18,48,119,102,221,0.5384615384615384
AZ,2019-02-25,48,116,102,218,0.5321100917431193
AZ,2019-03-04,49,117,102,219,0.5342465753424658
AZ,2019-03-11,49,115,102,217,0.5299539170506913
AZ,2019-03-18,49,116,102,218,0.5321100917431193
AZ,2019-03-25,49,118,102,220,0.5363636363636364
AZ,2019-04-01,49,117,100,217,0.5391705069124424
AZ,2019-04-08,50,120,100,220,0.5454545454545454
AZ,2019-04-15,50,110,96,206,0.5339805825242718
AZ,2019-04-22,50,109,98,207,0.5265700483091788
AZ,2019-04-29,50,115,98,213,0.539906103286385
AZ,2019-05-06,50,121,98,219,0.5525114155251142
AZ,2019-05-13,50,115,100,215,0.5348837209302325
AZ,2019-05-20,50,119,98,217,0.5483870967741935
AZ,2019-05-27,49,119,100,219,0.54337899543379
AZ,2019-06-03,49,111,100,211,0.5260663507109005
AZ,2019-06-10,49,119,96,215,0.5534883720930233
AZ,2019-06-17,49,121,96,217,0.5576036866359447
AZ,2019-06-24,49,123,96,219,0.5616438356164384
AZ,2019-07-01,50,123,96,219,0.5616438356164384
AZ,2019-07-08,50,122,96,218,0.5596330275229358
AZ,2019-07-15,49,130,96,226,0.5752212389380531
AZ,2019-07-22,49,128,96,224,0.5714285714285714
AZ,2019-07-29,49,127,96,223,0.5695067264573991
AZ,2019-08-05,49,126,96,222,0.5675675675675675
AZ,2019-08-12,49,123,96,219,0.5616438356164384
AZ,2019-08-19,48,128,94,222,0.5765765765765766
AZ,2019-08-26,49,118,98,216,0.5462962962962963
AZ,2019-09-02,49,132,98,230,0.5739130434782609
AZ,2019-09-09,49,129,98,227,0.5682819383259912
AZ,2019-09-16,49,129,98,227,0.5682819383259912
AZ,2019-09-23,50,134,100,234,0.5726495726495726
AZ,2019-09-30,49,132,98,230,0.5739130434782609
AZ,2019-10-07,49,128,100,228,0.5614035087719298
AZ,2019-10-14,48,132,98,230,0.5739130434782609
AZ,2019-10-21,48,129,96,225,0.5733333333333334
AZ,2019-10-28,48,130,96,226,0.5752212389380531
AZ,2019-11-04,49,119,96,215,0.5534883720930233
AZ,2019-11-11,49,112,96,208,0.5384615384615384
AZ,2019-11-18,49,112,98,210,0.5333333333333333
AZ,2019-11-25,49,123,100,223,0.5515695067264574
AZ,2019-12-02,49,129,100,229,0.5633187772925764
AZ,2019-12-09,49,132,102,234,0.5641025641025641
AZ,2019-12-16,49,126,102,228,0.5526315789473685
AZ,2019-12-23,49,133,102,235,0.5659574468085107
AZ,2019-12-30,49,136,104,240,0.5666666666666667
AZ,2020-01-06,48,135,104,239,0.5648535564853556
AZ,2020-01-13,48,132,106,238,0.5546218487394958
AZ,2020-01-20,48,141,104,245,0.5755102040816327
AZ,2020-01-27,48,142,104,246,0.5772357723577236
AZ,2020-02-03,49,144,108,252,0.5714285714285714
AZ,2020-02-10,49,138,106,244,0.5655737704918032
AZ,2020-02-17,49,140,106,246,0.5691056910569106
AZ,2020-02-24,49,142,106,248,0.5725806451612904
AZ,2020-03-02,49,129,106,235,0.548936170212766
AZ,2020-03-09,49,99,104,203,0.4876847290640394
AZ,2020-03-16,49,100,102,202,0.49504950495049505
AZ,2020-03-23,49,103,104,207,0.4975845410628019
AZ,2020-03-30,50,98,108,206,0.47572815533980584
AZ,2020-04-06,50,96,104,200,0.48
AZ,2020-04-13,50,100,104,204,0.49019607843137253
AZ,2020-04-20,51,105,108,213,0.49295774647887325
AZ,2020-04-27,52,107,110,217,0.4930875576036866
AZ,2020-05-04,52,105,110,215,0.4883720930232558
AZ,2020-05-11,52,108,108,216,0.5
AZ,2020-05-18,53,111,112,223,0.4977578475336323
AZ,2020-05-25,53,108,110,218,0.4954128440366973
AZ,2020-06-01,53,108,112,220,0.4909090909090909
AZ,2020-06-08,53,107,114,221,0.4841628959276018
AZ,2020-06-15,53,107,112,219,0.4885844748858447
AZ,2020-06-22,53,117,112,229,0.5109170305676856
AZ,2020-06-29,54,106,114,220,0.4818181818181818
AZ,2020-07-06,54,110,114,224,0.49107142857142855
AZ,2020-07-13,54,112,114,226,0.49557522123893805
AZ,2020-07-20,54,103,112,215,0.4790697674418605
AZ,2020-07-27,54,107,112,219,0.4885844748858447
AZ,2020-08-03,54,111,114,225,0.49333333333333335
AZ,2020-08-10,54,109,114,223,0.48878923766816146
AZ,2020-08-17,54,108,114,222,0.4864864864864865
AZ,2020-08-24,54,104,112,216,0.48148148148148145
AZ,2020-08-31,54,126,116,242,0.5206611570247934
AZ,2020-09-07,54,157,114,271,0.5793357933579336
AZ,2020-09-14,54,162,110,272,0.5955882352941176
AZ,2020-09-21,54,158,110,268,0.5895522388059702
AZ,2020-09-28,54,160,114,274,0.583941605839416
AZ,2020-10-05,53,139,108,247,0.562753036437247
AZ,2020-10-12,54,156,110,266,0.5864661654135338
AZ,2020-10-19,55,153,112,265,0.5773584905660377
AZ,2020-10-26,55,153,112,265,0.5773584905660377
AZ,2020-11-02,55,152,110,262,0.5801526717557252
AZ,2020-11-09,53,141,106,247,0.5708502024291497
AZ,2020-11-16,54,148,108,256,0.578125
AZ,2020-11-23,55,135,108,243,0.5555555555555556
AZ,2020-11-30,54,141,106,247,0.5708502024291497
AZ,2020-12-07,54,138,104,242,0.5702479338842975
AZ,2020-12-14,56,148,110,258,0.5736434108527132
AZ,2020-12-21,55,152,108,260,0.5846153846153846
AZ,2020-12-28,56,155,110,265,0.5849056603773585
AZ,2021-01-04,55,160,108,268,0.5970149253731343
AZ,2021-01-11,55,154,110,264,0.5833333333333334
AZ,2021-01-18,55,165,110,275,0.6
AZ,2021-01-25,56,156,112,268,0.582089552238806
AZ,2021-02-01,55,149,112,261,0.5708812260536399
AZ,2021-02-08,57,154,116,270,0.5703703703703704
AZ,2021-02-15,57,151,116,267,0.5655430711610487
AZ,2021-02-22,57,152,114,266,0.5714285714285714
AZ,2021-03-01,58,147,116,263,0.55893536121673
AZ,2021-03-08,58,138,118,256,0.5390625
AZ,2021-03-15,58,149,118,267,0.5580524344569289
AZ,2021-03-22,59,136,120,256,0.53125
AZ,2021-03-29,60,154,120,274,0.5620437956204379
AZ,2021-04-05,60,161,120,281,0.5729537366548043
AZ,2021-04-12,60,132,122,254,0.5196850393700787
AZ,2021-04-19,60,134,122,256,0.5234375
AZ,2021-04-26,60,130,120,250,0.52
AZ,2021-05-03,60,134,120,254,0.5275590551181102
AZ,2021-05-10,60,132,120,252,0.5238095238095238
AZ,2021-05-17,60,130,120,250,0.52
AZ,2021-05-24,60,139,120,259,0.5366795366795367
AZ,2021-05-31,60,134,120,254,0.5275590551181102
AZ,2021-06-07,60,137,120,257,0.5330739299610895
AZ,2021-06-14,60,138,120,258,0.5348837209302325
AZ,2021-06-21,61,133,124,257,0.5175097276264592
AZ,2021-06-28,61,124,124,248,0.5
AZ,2021-07-05,61,136,124,260,0.5230769230769231
AZ,2021-07-12,60,167,122,289,0.5778546712802768
AZ,2021-07-19,60,165,122,287,0.5749128919860628
AZ,2021-07-26,60,171,122,293,0.5836177474402731
AZ,2021-08-02,58,171,121,292,0.5856164383561644
AZ,2021-08-09,56,163,121,284,0.573943661971831
AZ,2021-08-16,56,161,121,282,0.5709219858156028
AZ,2021-08-23,57,171,121,292,0.5856164383561644
AZ,2021-08-30,57,165,119,284,0.5809859154929577
AZ,2021-09-06,57,167,118,285,0.5859649122807018
AZ,2021-09-13,57,170,118,288,0.5902777777777778
AZ,2021-09-20,57,168,118,286,0.5874125874125874
AZ,2021-09-27,57,173,118,291,0.5945017182130584
AZ,2021-10-04,59,171,124,295,0.5796610169491525
AZ,2021-10-11,59,171,124,295,0.5796610169491525
AZ,2021-10-18,59,172,122,294,0.5850340136054422
AZ,2021-10-25,59,170,126,296,0.5743243243243243
